OBJECTID,GEOID20,ED,name20,2011_district,2024_district,Total Population,White,Black,American Indian,Asian,Native Hawaiian,Some Other,Two or More,Hispanic
1975,3.6029E+14,FIL 3,Block 1005,FILLMORE,FILLMORE,171,127,22,0,11,0,4,7,5
1976,3.6029E+14,FIL 2,Block 3006,FILLMORE,FILLMORE,89,63,3,0,8,0,5,10,14
1999,3.6029E+14,FIL 18,Block 1025,FILLMORE,FILLMORE,36,9,23,0,1,0,1,2,3
2000,3.6029E+14,FIL 18,Block 2011,FILLMORE,FILLMORE,3,1,0,0,1,0,0,1,2
2001,3.6029E+14,FIL 18,Block 2012,FILLMORE,FILLMORE,14,7,3,0,0,0,0,4,3
2002,3.6029E+14,FIL 23,Block 1013,FILLMORE,FILLMORE,17,4,9,0,0,0,0,4,2
2003,3.6029E+14,FIL 23,Block 1025,FILLMORE,FILLMORE,79,6,45,1,25,0,2,0,5
2004,3.6029E+14,FIL 24,Block 1018,FILLMORE,FILLMORE,46,7,26,0,6,0,4,3,6
2005,3.6029E+14,FIL 20,Block 2011,FILLMORE,FILLMORE,11,1,9,0,0,0,0,1,1
2006,3.6029E+14,FIL 20,Block 1005,FILLMORE,FILLMORE,19,1,18,0,0,0,0,0,0
2008,3.6029E+14,FIL 18,Block 1023,FILLMORE,FILLMORE,18,4,10,0,3,0,0,1,1
2009,3.6029E+14,FIL 10,Block 1106,FILLMORE,FILLMORE,6,5,0,0,0,0,1,0,1
2029,3.6029E+14,FIL 7,Block 1077,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2130,3.6029E+14,FIL 10,Block 1014,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2131,3.6029E+14,FIL 10,Block 1013,FILLMORE,FILLMORE,2,0,0,0,0,0,1,1,1
2132,3.6029E+14,FIL 13,Block 1016,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2133,3.6029E+14,FIL 13,Block 1017,FILLMORE,FILLMORE,20,14,1,0,0,0,0,5,8
2135,3.6029E+14,FIL 13,Block 1012,FILLMORE,FILLMORE,38,23,4,0,0,0,4,7,17
2137,3.6029E+14,FIL 15,Block 2037,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2149,3.6029E+14,ELL 14,Block 3000,ELLICOTT,FILLMORE,199,142,22,1,8,0,16,10,17
2155,3.6029E+14,FIL 18,Block 2013,FILLMORE,FILLMORE,44,21,13,0,3,0,0,7,4
2160,3.6029E+14,ELL 15,Block 4001,ELLICOTT,FILLMORE,338,175,104,3,7,0,19,30,50
2161,3.6029E+14,ELL 15,Block 4000,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
2163,3.6029E+14,FIL 4,Block 1009,FILLMORE,FILLMORE,22,11,7,0,3,0,0,1,2
2170,3.6029E+14,FIL 13,Block 2003,FILLMORE,FILLMORE,69,57,3,2,0,0,3,4,8
2177,3.6029E+14,FIL 13,Block 1015,FILLMORE,FILLMORE,34,17,3,1,0,0,9,4,13
2178,3.6029E+14,FIL 19,Block 1019,FILLMORE,FILLMORE,79,69,8,0,2,0,0,0,3
2179,3.6029E+14,FIL 18,Block 2018,FILLMORE,FILLMORE,32,24,3,1,2,0,0,2,1
2182,3.6029E+14,FIL 25,Block 5011,FILLMORE,FILLMORE,73,19,20,3,25,0,1,5,8
2201,3.6029E+14,FIL 16,Block 1009,FILLMORE,FILLMORE,118,92,13,0,5,0,1,7,21
2204,3.6029E+14,FIL 8,Block 1011,FILLMORE,FILLMORE,956,275,338,0,3,1,194,145,412
2209,3.6029E+14,FIL 27,Block 2003,FILLMORE,FILLMORE,181,6,18,0,138,0,12,7,5
2210,3.6029E+14,FIL 20,Block 1003,FILLMORE,FILLMORE,24,0,12,0,6,0,4,2,4
2211,3.6029E+14,FIL 8,Block 1012,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2219,3.6029E+14,FIL 32,Block 1007,FILLMORE,FILLMORE,24,2,14,0,0,0,1,7,5
2227,3.6029E+14,FIL 18,Block 2009,FILLMORE,FILLMORE,16,10,4,1,0,0,1,0,2
2228,3.6029E+14,FIL 15,Block 2025,FILLMORE,FILLMORE,20,17,2,0,0,0,0,1,3
2236,3.6029E+14,ELL 34,Block 1001,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
2251,3.6029E+14,FIL 8,Block 1019,FILLMORE,FILLMORE,40,26,7,0,3,0,1,3,8
2256,3.6029E+14,FIL 28,Block 1009,FILLMORE,FILLMORE,26,10,5,0,1,0,5,5,12
2257,3.6029E+14,FIL 18,Block 2016,FILLMORE,FILLMORE,31,19,12,0,0,0,0,0,2
2258,3.6029E+14,FIL 24,Block 1026,FILLMORE,FILLMORE,51,2,26,0,11,0,3,9,7
2261,3.6029E+14,FIL 20,Block 1007,FILLMORE,FILLMORE,25,2,19,0,0,0,1,3,2
2262,3.6029E+14,FIL 27,Block 1010,FILLMORE,FILLMORE,89,1,11,0,66,0,7,4,1
2263,3.6029E+14,FIL 24,Block 1015,FILLMORE,FILLMORE,83,14,43,0,12,0,3,11,8
2268,3.6029E+14,ELL 9,Block 1003,ELLICOTT,FILLMORE,140,110,0,1,17,0,2,10,15
2309,3.6029E+14,FIL 1,Block 1002,FILLMORE,FILLMORE,149,132,5,0,2,0,8,2,6
2356,3.6029E+14,FIL 13,Block 2004,FILLMORE,FILLMORE,69,62,1,0,0,0,0,6,12
2360,3.6029E+14,FIL 15,Block 2028,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2361,3.6029E+14,FIL 13,Block 1018,FILLMORE,FILLMORE,39,27,2,0,0,0,4,6,11
2362,3.6029E+14,FIL 14,Block 4006,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2368,3.6029E+14,FIL 000,Block 1018,FILLMORE,FILLMORE,15,4,4,0,0,0,1,6,11
2378,3.6029E+14,FIL 3,Block 1002,FILLMORE,FILLMORE,82,53,6,0,9,0,6,8,17
2384,3.6029E+14,ELL 9,Block 1005,ELLICOTT,FILLMORE,102,70,15,2,3,0,6,6,8
2393,3.6029E+14,ELL 24,Block 1021,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
2394,3.6029E+14,ELL 24,Block 1006,ELLICOTT,FILLMORE,48,43,0,0,0,0,0,5,0
2395,3.6029E+14,FIL 10,Block 1062,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2402,3.6029E+14,FIL 19,Block 1000,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2426,3.6029E+14,FIL 1,Block 1003,FILLMORE,FILLMORE,82,70,7,0,0,0,4,1,5
2427,3.6029E+14,FIL 4,Block 2009,FILLMORE,FILLMORE,50,29,3,1,2,0,0,15,14
2428,3.6029E+14,FIL 3,Block 1014,FILLMORE,FILLMORE,84,34,31,1,15,0,0,3,3
2429,3.6029E+14,FIL 10,Block 1082,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2443,3.6029E+14,FIL 11,Block 2004,FILLMORE,FILLMORE,51,3,34,0,11,0,1,2,0
2448,3.6029E+14,FIL 18,Block 2011,FILLMORE,FILLMORE,18,3,9,0,0,0,6,0,7
2456,3.6029E+14,FIL 13,Block 2008,FILLMORE,FILLMORE,22,18,0,0,0,0,1,3,3
2457,3.6029E+14,FIL 13,Block 2011,FILLMORE,FILLMORE,73,67,5,0,0,0,0,1,1
2462,3.6029E+14,FIL 10,Block 1015,FILLMORE,FILLMORE,12,5,3,0,0,0,0,4,3
2464,3.6029E+14,FIL 5,Block 3002,FILLMORE,FILLMORE,63,25,0,0,3,0,8,27,39
2465,3.6029E+14,FIL 4,Block 1010,FILLMORE,FILLMORE,48,39,1,0,0,0,3,5,8
2466,3.6029E+14,FIL 7,Block 1006,FILLMORE,FILLMORE,12,3,5,0,0,0,3,1,7
2500,3.6029E+14,FIL 20,Block 1010,FILLMORE,FILLMORE,32,5,19,0,0,0,4,4,8
2501,3.6029E+14,FIL 22,Block 1011,FILLMORE,FILLMORE,20,4,4,0,0,0,0,12,8
2502,3.6029E+14,FIL 20,Block 1007,FILLMORE,FILLMORE,123,21,92,0,2,0,0,8,5
2503,3.6029E+14,FIL 22,Block 1022,FILLMORE,FILLMORE,40,5,26,0,0,0,6,3,7
2504,3.6029E+14,FIL 18,Block 1007,FILLMORE,FILLMORE,16,0,15,0,0,0,0,1,1
2505,3.6029E+14,FIL 18,Block 1006,FILLMORE,FILLMORE,65,5,45,1,8,0,5,1,5
2506,3.6029E+14,FIL 18,Block 1024,FILLMORE,FILLMORE,23,0,13,0,0,0,0,10,2
2507,3.6029E+14,FIL 18,Block 2002,FILLMORE,FILLMORE,15,1,8,0,0,0,1,5,3
2508,3.6029E+14,FIL 18,Block 2010,FILLMORE,FILLMORE,36,20,13,0,0,0,2,1,8
2509,3.6029E+14,FIL 18,Block 2006,FILLMORE,FILLMORE,40,19,9,0,9,0,0,3,2
2510,3.6029E+14,FIL 18,Block 2008,FILLMORE,FILLMORE,30,17,6,0,0,0,2,5,5
2511,3.6029E+14,FIL 18,Block 2009,FILLMORE,FILLMORE,50,16,8,0,3,0,7,16,7
2512,3.6029E+14,FIL 18,Block 2017,FILLMORE,FILLMORE,33,10,5,0,0,0,8,10,13
2513,3.6029E+14,FIL 18,Block 2015,FILLMORE,FILLMORE,50,43,0,0,2,0,0,5,2
2514,3.6029E+14,FIL 22,Block 1012,FILLMORE,FILLMORE,26,2,23,0,0,0,0,1,1
2515,3.6029E+14,FIL 21,Block 1020,FILLMORE,FILLMORE,23,9,5,0,4,0,0,5,6
2516,3.6029E+14,FIL 21,Block 1019,FILLMORE,FILLMORE,75,22,34,0,13,0,4,2,3
2517,3.6029E+14,FIL 21,Block 1006,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2518,3.6029E+14,FIL 21,Block 1031,FILLMORE,FILLMORE,37,8,11,0,8,0,3,7,7
2529,3.6029E+14,ELL 33,Block 1003,ELLICOTT,FILLMORE,298,266,8,0,10,1,3,10,17
2530,3.6029E+14,FIL 5,Block 1017,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2584,3.6029E+14,FIL 8,Block 1095,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2586,3.6029E+14,FIL 11,Block 2005,FILLMORE,FILLMORE,115,9,58,1,16,0,29,2,34
2600,3.6029E+14,FIL 32,Block 1009,FILLMORE,FILLMORE,37,6,25,0,0,0,3,3,7
2610,3.6029E+14,FIL 10,Block 1071,FILLMORE,FILLMORE,2,0,0,0,2,0,0,0,0
2639,3.6029E+14,ELL 29,Block 1050,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
2643,3.6029E+14,FIL 10,Block 1099,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2658,3.6029E+14,FIL 7,Block 1002,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2659,3.6029E+14,FIL 18,Block 2024,FILLMORE,FILLMORE,35,29,0,1,0,0,4,1,5
2661,3.6029E+14,FIL 25,Block 5012,FILLMORE,FILLMORE,34,11,10,2,3,0,6,2,8
2676,3.6029E+14,FIL 18,Block 1008,FILLMORE,FILLMORE,18,0,17,0,0,0,0,1,1
2678,3.6029E+14,FIL 32,Block 1013,FILLMORE,FILLMORE,26,3,4,0,4,0,2,13,3
2680,3.6029E+14,FIL 32,Block 1008,FILLMORE,FILLMORE,44,10,26,0,2,0,4,2,4
2683,3.6029E+14,FIL 8,Block 1014,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2708,3.6029E+14,FIL 5,Block 1002,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2753,3.6029E+14,FIL 18,Block 2003,FILLMORE,FILLMORE,23,19,0,0,0,0,1,3,4
2754,3.6029E+14,FIL 25,Block 1017,FILLMORE,FILLMORE,72,28,16,0,14,0,0,14,4
2755,3.6029E+14,FIL 21,Block 1002,FILLMORE,FILLMORE,94,40,36,0,0,0,10,8,12
2760,3.6029E+14,ELL 35,Block 2002,ELLICOTT,FILLMORE,111,46,19,0,1,0,33,12,49
2761,3.6029E+14,FIL 2,Block 3004,FILLMORE,FILLMORE,183,130,19,2,3,0,10,19,35
2762,3.6029E+14,FIL 5,Block 2000,FILLMORE,FILLMORE,187,97,22,0,19,0,19,30,64
2763,3.6029E+14,FIL 5,Block 3004,FILLMORE,FILLMORE,122,53,17,0,0,0,26,26,59
2764,3.6029E+14,FIL 5,Block 3005,FILLMORE,FILLMORE,87,50,9,2,0,0,9,17,34
2765,3.6029E+14,FIL 5,Block 2005,FILLMORE,FILLMORE,142,74,35,0,0,1,9,23,54
2766,3.6029E+14,FIL 5,Block 3001,FILLMORE,FILLMORE,79,23,3,0,0,0,35,18,63
2767,3.6029E+14,FIL 5,Block 3000,FILLMORE,FILLMORE,63,46,6,0,0,0,4,7,8
2768,3.6029E+14,FIL 6,Block 2002,FILLMORE,FILLMORE,136,82,18,1,0,0,28,7,57
2769,3.6029E+14,FIL 6,Block 2000,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2770,3.6029E+14,FIL 6,Block 2003,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2771,3.6029E+14,FIL 2,Block 3003,FILLMORE,FILLMORE,103,85,13,0,1,0,0,4,3
2772,3.6029E+14,FIL 7,Block 1004,FILLMORE,FILLMORE,84,7,31,1,1,0,31,13,46
2773,3.6029E+14,FIL 3,Block 1008,FILLMORE,FILLMORE,51,32,6,0,0,0,3,10,6
2774,3.6029E+14,FIL 4,Block 1011,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2775,3.6029E+14,FIL 4,Block 1015,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2776,3.6029E+14,ELL 24,Block 2008,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
2777,3.6029E+14,ELL 24,Block 2009,ELLICOTT,FILLMORE,23,10,6,2,2,0,1,2,1
2778,3.6029E+14,FIL 3,Block 1007,FILLMORE,FILLMORE,79,46,13,0,6,0,4,10,8
2779,3.6029E+14,ELL 24,Block 2020,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
2780,3.6029E+14,ELL 24,Block 2021,ELLICOTT,FILLMORE,19,6,7,0,0,0,0,6,3
2781,3.6029E+14,FIL 7,Block 2007,FILLMORE,FILLMORE,106,50,18,2,0,0,17,19,51
2782,3.6029E+14,FIL 7,Block 2008,FILLMORE,FILLMORE,31,16,8,0,1,0,2,4,9
2783,3.6029E+14,FIL 7,Block 2009,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2784,3.6029E+14,FIL 7,Block 1056,FILLMORE,FILLMORE,20,15,2,0,1,0,1,1,7
2792,3.6029E+14,FIL 18,Block 1027,FILLMORE,FILLMORE,13,0,9,1,0,0,0,3,4
2795,3.6029E+14,FIL 18,Block 1030,FILLMORE,FILLMORE,16,11,5,0,0,0,0,0,0
2796,3.6029E+14,FIL 18,Block 1017,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2800,3.6029E+14,FIL 17,Block 2004,FILLMORE,FILLMORE,60,22,21,0,0,0,0,17,15
2802,3.6029E+14,FIL 15,Block 2031,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2803,3.6029E+14,FIL 25,Block 5001,FILLMORE,FILLMORE,52,6,27,0,2,0,3,14,23
2872,3.6029E+14,FIL 13,Block 1011,FILLMORE,FILLMORE,70,61,1,0,0,0,2,6,8
2874,3.6029E+14,FIL 13,Block 2005,FILLMORE,FILLMORE,7,1,1,2,0,0,3,0,4
2875,3.6029E+14,FIL 13,Block 2006,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2876,3.6029E+14,FIL 13,Block 2007,FILLMORE,FILLMORE,38,32,3,0,0,0,1,2,3
2879,3.6029E+14,FIL 13,Block 5012,FILLMORE,FILLMORE,3,3,0,0,0,0,0,0,0
2880,3.6029E+14,FIL 13,Block 2002,FILLMORE,FILLMORE,93,80,10,0,1,0,0,2,5
2881,3.6029E+14,FIL 13,Block 2001,FILLMORE,FILLMORE,62,50,4,0,0,0,0,8,21
2882,3.6029E+14,FIL 13,Block 1010,FILLMORE,FILLMORE,57,38,7,0,0,0,10,2,15
2883,3.6029E+14,FIL 13,Block 1055,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2884,3.6029E+14,FIL 12,Block 2019,FILLMORE,FILLMORE,142,113,4,0,7,0,0,18,14
2885,3.6029E+14,FIL 8,Block 1054,FILLMORE,FILLMORE,8,8,0,0,0,0,0,0,1
2886,3.6029E+14,FIL 13,Block 1044,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2893,3.6029E+14,FIL 15,Block 4001,FILLMORE,FILLMORE,5,0,2,0,0,0,3,0,3
2894,3.6029E+14,FIL 15,Block 2029,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2897,3.6029E+14,FIL 15,Block 2034,FILLMORE,FILLMORE,6,3,0,1,2,0,0,0,1
2898,3.6029E+14,FIL 15,Block 5000,FILLMORE,FILLMORE,19,9,4,0,0,0,6,0,9
2899,3.6029E+14,FIL 13,Block 1009,FILLMORE,FILLMORE,58,45,7,0,0,0,4,2,6
2900,3.6029E+14,FIL 13,Block 1017,FILLMORE,FILLMORE,41,27,1,0,0,0,8,5,17
2901,3.6029E+14,FIL 13,Block 1008,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2902,3.6029E+14,FIL 13,Block 2012,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
2903,3.6029E+14,FIL 15,Block 4000,FILLMORE,FILLMORE,48,38,0,0,1,0,0,9,14
2904,3.6029E+14,FIL 15,Block 4003,FILLMORE,FILLMORE,169,134,8,2,10,0,4,11,16
2906,3.6029E+14,FIL 13,Block 1007,FILLMORE,FILLMORE,30,23,2,0,0,0,5,0,3
2907,3.6029E+14,FIL 15,Block 4005,FILLMORE,FILLMORE,12,4,2,1,2,0,0,3,6
2920,3.6029E+14,FIL 19,Block 2003,FILLMORE,FILLMORE,154,87,61,0,3,0,0,3,3
2955,3.6029E+14,ELL 29,Block 1049,ELLICOTT,FILLMORE,4,3,1,0,0,0,0,0,0
2967,3.6029E+14,FIL 18,Block 2019,FILLMORE,FILLMORE,21,7,10,0,0,0,3,1,4
2969,3.6029E+14,FIL 28,Block 2002,FILLMORE,FILLMORE,67,12,37,0,6,0,7,5,8
2970,3.6029E+14,FIL 25,Block 5002,FILLMORE,FILLMORE,24,1,10,1,11,0,0,1,2
2973,3.6029E+14,FIL 19,Block 1003,FILLMORE,FILLMORE,18,16,1,0,0,0,0,1,6
2974,3.6029E+14,FIL 16,Block 1008,FILLMORE,FILLMORE,60,41,0,1,0,0,6,12,14
2975,3.6029E+14,FIL 16,Block 1010,FILLMORE,FILLMORE,16,12,0,0,0,0,0,4,1
2981,3.6029E+14,FIL 11,Block 3001,FILLMORE,FILLMORE,14,0,14,0,0,0,0,0,0
2982,3.6029E+14,FIL 32,Block 1005,FILLMORE,FILLMORE,46,5,36,0,0,0,3,2,7
2986,3.6029E+14,FIL 18,Block 2023,FILLMORE,FILLMORE,16,16,0,0,0,0,0,0,1
2993,3.6029E+14,FIL 13,Block 2009,FILLMORE,FILLMORE,163,109,27,1,1,0,8,17,20
2995,3.6029E+14,FIL 13,Block 5008,FILLMORE,FILLMORE,25,18,3,0,1,0,3,0,3
